URL,DSLD ID,Product Name,Company Name,Address,City,State,ZIP,Country,Manufacturer,Distributor,Packager,Reseller,Other
https://dsld.od.nih.gov/label/64953,64953,FiberMend,Thorne Research Inc.,P.O. Box 25,Dover,Idaho,83825,USA,no,yes,no,no,no
https://dsld.od.nih.gov/label/64954,64954,LactoseStop,ReNew Life Formulas,,Palm Harbor,FL,34683,,no,yes,no,no,no
https://dsld.od.nih.gov/label/64955,64955,Make Her Lean,1 Up Nutrition LLC.,7260 NW 58th St.,Miami,FL,33166,,no,yes,no,no,no
https://dsld.od.nih.gov/label/64956,64956,Ultra Woman Sport,Vitamin World Inc.,,Holbrook,NY,11741,U.S.A.,no,yes,no,no,no
https://dsld.od.nih.gov/label/64957,64957,Pro Ripped,1 Up Nutrition LLC.,7260 NW 58th St.,Miami,FL,33166,,no,yes,no,no,no
https://dsld.od.nih.gov/label/64958,64958,Ultimate Flora Kids Probiotic 1 Billion Sun-Kissed Orange,Renew Life Formulas,,Palm Harbor,FL,34683,,no,yes,no,no,no
https://dsld.od.nih.gov/label/64959,64959,Grape Seed Extract 100 mg,Country Life LLC,180 Vanderbilt Motor Parkway,Hauppauge,NY,11788,USA,yes,no,no,no,no
https://dsld.od.nih.gov/label/64960,64960,Super Omega-3 Plus,Quality Supplements and Vitamins Inc.,,Ft. Lauderdale,FL,33309,,no,yes,no,no,no
https://dsld.od.nih.gov/label/64961,64961,Hiit Aminos Kiwi & Strawberry,1 Up Nutrition LLC.,7260 NW 58th St.,Miami,FL,33166,,no,yes,no,no,no
https://dsld.od.nih.gov/label/64962,64962,Natural Vitamin A & D3 10000 IU / 400 IU,Country Life LLC,180 Vanderbilt Motor Parkway,Hauppauge,NY,11788,USA,no,yes,no,no,no
https://dsld.od.nih.gov/label/64963,64963,Once-Daily Health Booster,Quality Supplements and Vitamins Inc.,,Ft. Lauderdale,FL,33309,,no,yes,no,no,no
https://dsld.od.nih.gov/label/64964,64964,Acetyl L-Carnitine Caps 500 mg,Country Life LLC,180 Vanderbilt Motor Parkway,Hauppauge,NY,11788,USA,yes,no,no,no,no
https://dsld.od.nih.gov/label/64965,64965,His Daily Cleanse,1 Up Nutrition LLC.,7260 NW 58th St.,Miami,FL,33166,,no,yes,no,no,no
https://dsld.od.nih.gov/label/64966,64966,Acetyl L-Carnitine Caps 500 mg,Country Life LLC,180 Vanderbilt Motor Parkway,Hauppauge,NY,11788,USA,yes,no,no,no,no
https://dsld.od.nih.gov/label/64967,64967,Pycnogenol 50 mg,Country Life LLC,180 Vanderbilt Motor Parkway,Hauppauge,NY,11788,USA,yes,no,no,no,no
https://dsld.od.nih.gov/label/64968,64968,Ultra Woman 50 Plus,Vitamin World Inc.,,Holbrook,NY,11741,U.S.A.,no,yes,no,no,no
https://dsld.od.nih.gov/label/64969,64969,Beauty Dream,1 Up Nutrition LLC.,7260 NW 58th St.,Miami,FL,33166,,no,yes,no,no,no
https://dsld.od.nih.gov/label/64970,64970,Two-Per-Day Capsules,Quality Supplements and Vitamins Inc.,,Ft. Lauderdale,FL,33309,,no,yes,no,no,no
https://dsld.od.nih.gov/label/64971,64971,Promeva,Nature's Way Brands LLC,,Green Bay,WI,54311,USA,yes,no,no,no,no
https://dsld.od.nih.gov/label/64972,64972,Niacin 500 mg,Country Life LLC,180 Vanderbilt Motor Parkway,Hauppauge,NY,11788,USA,yes,no,no,no,no
https://dsld.od.nih.gov/label/64973,64973,Vitamin D3 2000 IU,Nature's Way Brands LLC,,Green Bay,WI,54311,USA,no,yes,no,no,no
https://dsld.od.nih.gov/label/64974,64974,Vitamin K1 100 mcg,Country Life LLC,180 Vanderbilt Motor Parkway,Hauppauge,NY,11788,USA,yes,no,no,no,no
https://dsld.od.nih.gov/label/64975,64975,Natural Tropical Papaya,Country Life LLC,180 Vanderbilt Motor Parkway,Hauppauge,NY,11788,USA,yes,no,no,no,no
https://dsld.od.nih.gov/label/64976,64976,Natural Tropical Papaya,Country Life LLC,180 Vanderbilt Motor Parkway,Hauppauge,NY,11788,USA,yes,no,no,no,no
https://dsld.od.nih.gov/label/64977,64977,Milk Thistle Extract 200 mg,Country Life LLC,180 Vanderbilt Motor Parkway,Hauppauge,NY,11788,USA,yes,no,no,no,no
https://dsld.od.nih.gov/label/64978,64978,Soledum,Integrative Therapeutics LLC,,Green Bay,WI,54311,USA,no,yes,no,no,no
https://dsld.od.nih.gov/label/64979,64979,Theracurmin HP,Integrative Therapeutics LLC,,Green Bay,WI,54311,USA,yes,no,no,no,no
https://dsld.od.nih.gov/label/64980,64980,OilSmart Omega-3-6-9,Renew Life Formulas,,Palm Harbor,FL,34683,,no,yes,no,no,no
https://dsld.od.nih.gov/label/64981,64981,Intestinal Bowel Soother,Renew Life Formulas,,Palm Harbor,FL,34683,,no,yes,no,no,no
https://dsld.od.nih.gov/label/64982,64982,FloraSmart 6 Billion,ReNew Life Formulas,,Palm Harbor,FL,34683,,no,yes,no,no,no
https://dsld.od.nih.gov/label/64983,64983,FloraSmart 12 Billion,ReNew Life Formulas,,Palm Harbor,FL,34683,,no,yes,no,no,no
https://dsld.od.nih.gov/label/64984,64984,Rapid Cleanse 1,Renew Life Formulas,,Palm Harbor,FL,34683,,no,yes,no,no,no
https://dsld.od.nih.gov/label/64985,64985,Triple Strength Cranberry Concentrate 12600 mg,Vitamin World Inc.,,Holbrook,NY,11741,U.S.A.,no,yes,no,no,no
https://dsld.od.nih.gov/label/64986,64986,Rapid Cleanse 2,Renew Life Formulas,,Palm Harbor,FL,34683,,no,yes,no,no,no
https://dsld.od.nih.gov/label/64987,64987,Rapid Cleanse 3,Renew Life Formulas,,Palm Harbor,FL,34683,,no,yes,no,no,no
https://dsld.od.nih.gov/label/64988,64988,Super Biotin 5000 mcg,Vitamin World Inc.,,Holbrook,NY,11741,U.S.A.,no,yes,no,no,no
https://dsld.od.nih.gov/label/64989,64989,Mega Vita Min Teens,Vitamin World Inc.,,Holbrook,NY,11741,U.S.A.,no,yes,no,no,no
https://dsld.od.nih.gov/label/64990,64990,Hair/Skin/Nails,Vitamin World Inc.,,Holbrook,NY,11741,U.S.A.,no,yes,no,no,no
https://dsld.od.nih.gov/label/64991,64991,Heartburn Stop Raspberry Chewable,Renew Life Formulas,,Palm Harbor,FL,34683,,no,yes,no,no,no
https://dsld.od.nih.gov/label/64992,64992,Morning Pack 1,Renew Life Formulas,,Palm Harbor,FL,34683,,no,yes,no,no,no
https://dsld.od.nih.gov/label/64993,64993,Buffered C-Complex,Vitamin Shoppe Inc.,,Secaucus,NJ,07094,,no,yes,no,no,no
https://dsld.od.nih.gov/label/64994,64994,Afternoon Pack 2,Renew Life Formulas,,Palm Harbor,FL,34683,,no,yes,no,no,no
https://dsld.od.nih.gov/label/64995,64995,Evening Pack 3,Renew Life Formulas,,Palm Harbor,FL,34683,,no,yes,no,no,no
https://dsld.od.nih.gov/label/64996,64996,Multi Vitamins & Minerals Iron Free,Vitamin World Inc.,,Holbrook,NY,11741,U.S.A.,no,yes,no,no,no
https://dsld.od.nih.gov/label/64997,64997,Buffered C-Complex,Vitamin Shoppe Inc.,,Secaucus,NJ,07094,,no,yes,no,no,no
https://dsld.od.nih.gov/label/64998,64998,Liver Support with Milk Thistle 70 mg,Vitamin Shoppe Inc.,,Secaucus,NJ,07094,,no,yes,no,no,no
https://dsld.od.nih.gov/label/64999,64999,Liver Support with Milk Thistle 70 mg,Vitamin Shoppe Inc.,,Secaucus,NJ,07094,,no,yes,no,no,no
https://dsld.od.nih.gov/label/65000,65000,Hydrotherm,Vitamin Shoppe Inc.,,Secaucus,NJ,07094,,no,yes,no,no,no
https://dsld.od.nih.gov/label/65001,65001,Glucomannan,Vitamin Shoppe Inc.,,Secaucus,NJ,07094,,no,yes,no,no,no
https://dsld.od.nih.gov/label/65002,65002,100% Pure Creatine Monohydrate Unflavored,Vitamin Shoppe Inc.,,Secaucus,NJ,07094,,no,yes,no,no,no
https://dsld.od.nih.gov/label/65003,65003,Two-Per-Day Tablets,Quality Supplements and Vitamins Inc.,,Ft. Lauderdale,FL,33309,,no,yes,no,no,no
https://dsld.od.nih.gov/label/65004,65004,Vitamin D3 5000 IU,Vitamin Shoppe Inc.,,Secaucus,NJ,07094,,no,yes,no,no,no
https://dsld.od.nih.gov/label/65005,65005,B-Complex,Garden of Life LLC,4200 Northcorp Parkway,Palm Beach Gardens,FL,33410,USA,no,yes,no,no,no
https://dsld.od.nih.gov/label/65006,65006,BioCell Collagen II With Hyaluronic Acid 1000 mg,Vitamin Shoppe Inc.,,Secaucus,NJ,07094,,no,yes,no,no,no
https://dsld.od.nih.gov/label/65007,65007,Milk Thistle Extract 300 mg,Vitamin Shoppe Inc.,,Secaucus,NJ,07094,,no,yes,no,no,no
https://dsld.od.nih.gov/label/65008,65008,Biotin 5000 mcg,Vitamin Shoppe Inc.,,Secaucus,NJ,07094,,no,yes,no,no,no
https://dsld.od.nih.gov/label/65009,65009,Natural Daily Fiber,CVS Pharmacy Inc.,One CVS Drive,Woonsocket,RI,02895,,no,yes,no,no,no
https://dsld.od.nih.gov/label/65010,65010,Flash Fighters,Vitamin World Inc.,,Holbrook,NY,11741,U.S.A.,no,yes,no,no,no
https://dsld.od.nih.gov/label/65011,65011,B-12 Organic Spray Raspberry,Garden of Life LLC,4200 Northcorp Parkway,Palm Beach Gardens,FL,33410,USA,no,yes,no,no,no
https://dsld.od.nih.gov/label/65012,65012,Liquid CoQ10 100 mg Orange Pineapple Flavor,Quten Research Institute LLC,22 Audrey Place,Fairfield,NJ,07004,,no,yes,no,no,no
https://dsld.od.nih.gov/label/65013,65013,Men's Multi 40+,Garden of Life LLC,4200 Northcorp Parkway,Palm Beach Gardens,FL,33410,USA,no,yes,no,no,no
https://dsld.od.nih.gov/label/65014,65014,Mega CoQ10 100 mg,Quten Research Institute LLC,22 Audrey Place,Fairfield,NJ,07004,,no,yes,no,no,no
https://dsld.od.nih.gov/label/65015,65015,Mega CoQ10 100 mg,Quten Research Institute LLC,22 Audrey Place,Fairfield,NJ,07004,,no,yes,no,no,no
https://dsld.od.nih.gov/label/65016,65016,Ultra CoQ10 100 mg,Quten Research Institute LLC,22 Audrey Place,Fairfield,NJ,07004,,no,yes,no,no,no
https://dsld.od.nih.gov/label/65017,65017,Ultra CoQ10 100 mg,Quten Research Institute LLC,22 Audrey Place,Fairfield,NJ,07004,,no,yes,no,no,no
https://dsld.od.nih.gov/label/65018,65018,Ultra CoQ10 100 mg,Quten Research Institute LLC,22 Audrey Place,Fairfield,NJ,07004,,no,yes,no,no,no
https://dsld.od.nih.gov/label/65019,65019,Oderless Garlic Extract,Vitamin World Inc.,,Holbrook,NY,11741,U.S.A.,no,yes,no,no,no
https://dsld.od.nih.gov/label/65020,65020,Organic Plant Calcium,Garden of Life LLC,4200 Northcorp Parkway,Palm Beach Gardens,FL,33410,USA,no,yes,no,no,no
https://dsld.od.nih.gov/label/65021,65021,Ester-C Immune Charge Gummies Orange Flavor,NatureSmart LLC,,Bohemia,NY,11716,USA,yes,no,no,no,no
https://dsld.od.nih.gov/label/65022,65022,Mood+ 50 Billion Guaranteed,Garden of Life LLC,4200 Northcorp Parkway,Palm Beach Gardens,FL,33410,USA,no,yes,no,no,no
https://dsld.od.nih.gov/label/65023,65023,Melatonin 5 mg Delicious Strawberry Flavor,Rexall Sundown Inc.,,Boca Raton,FL,33487,USA,yes,no,no,no,no
https://dsld.od.nih.gov/label/65024,65024,Advanced Collagen,Nature's Bounty Inc.,,Bohemia,NY,11716,USA,yes,no,no,no,no
https://dsld.od.nih.gov/label/65025,65025,Vitamin B-12 500 mcg,NBTY Manufacturing LLC,105 Orville Dr.,Bohemia,NY,11716,USA,yes,no,no,no,no
https://dsld.od.nih.gov/label/65026,65026,Lutein 6 mg,Nature's Bounty Inc.,,Bohemia,NY,11716,USA,yes,no,no,no,no
https://dsld.od.nih.gov/label/65027,65027,Liquid Hydrolyzed Collagen,Nature's Bounty Inc.,,Bohemia,NY,11716,USA,yes,no,no,no,no
https://dsld.od.nih.gov/label/65028,65028,Biotin 1000 mcg,NatureSmart LLC,,Bohemia,NY,11716,USA,yes,no,no,no,no
https://dsld.od.nih.gov/label/65029,65029,Noni,Nature's Bounty Inc.,,Bohemia,NY,11716,USA,yes,no,no,no,no
https://dsld.od.nih.gov/label/65030,65030,1 Detoxify And Support,Renew Life Formulas,,Palm Harbor,FL,34683,,no,yes,no,no,no
https://dsld.od.nih.gov/label/65031,65031,2 Reduce Desire,Renew Life Formulas,,Palm Harbor,FL,34683,,no,yes,no,no,no
https://dsld.od.nih.gov/label/65032,65032,3 Stress Relief,Renew Life Formulas,,Palm Harbor,FL,34683,,no,yes,no,no,no
https://dsld.od.nih.gov/label/65033,65033,Ultimate Flora 15 Billion Everyday Probiotic,ReNew Life Formulas,,Palm Harbor,FL,34683,,no,yes,no,no,no
https://dsld.od.nih.gov/label/65034,65034,Organic Fruit & Acacia Fiber Delicious Fruit Flavor,Renew Life Formulas,,Palm Harbor,FL,34683,,no,yes,no,no,no
https://dsld.od.nih.gov/label/65035,65035,Double Strength Glucosamine Chondroitin Soft Chews Orange Cream,Wal-Mart Stores Inc.,,Bentonville,AR,72716,,no,yes,no,no,no
https://dsld.od.nih.gov/label/65036,65036,Ultimate Flora 50 Billion Extra Care Probiotic,Renew Life Formulas,,Palm Harbor,FL,34683,,no,yes,no,no,no
https://dsld.od.nih.gov/label/65037,65037,Formula 2 Starch Digest,Enzymes Inc.,,Kansas City,MO,64153,U.S.A.,yes,yes,no,no,no
https://dsld.od.nih.gov/label/65038,65038,Cold-Pressed Flaxseed Oil 1000 mg,Wal-Mart Stores Inc.,,Bentonville,AR,72716,,no,yes,no,no,no
https://dsld.od.nih.gov/label/65039,65039,Formula 2 Starch Digest,Enzymes Inc.,,Kansas City,MO,64153,U.S.A.,yes,yes,no,no,no
https://dsld.od.nih.gov/label/65040,65040,Formula 2 Starch Digest,Enzymes Inc.,,Kansas City,MO,64153,U.S.A.,yes,yes,no,no,no
https://dsld.od.nih.gov/label/65041,65041,Ultimate Flora 80 Billion Colon Care Probiotic,Renew Life Formulas,,Palm Harbor,FL,34683,,no,yes,no,no,no
https://dsld.od.nih.gov/label/65042,65042,Formula 9 Kidney Support,Enzymes Inc.,,Kansas City,MO,64153,U.S.A.,yes,yes,no,no,no
https://dsld.od.nih.gov/label/65043,65043,Cold-Pressed Flaxseed Oil 1000 mg,Wal-Mart Stores Inc.,,Bentonville,AR,72716,,no,yes,no,no,no
https://dsld.od.nih.gov/label/65044,65044,Formula 416 Protease w/ Calcium,Enzymes Inc.,,Kansas City,MO,64153,U.S.A.,yes,yes,no,no,no
https://dsld.od.nih.gov/label/65045,65045,Rapid-Release Magnesium Citrate 100 mg,Wal-Mart Stores Inc.,,Bentonville,AR,72716,,no,yes,no,no,no
https://dsld.od.nih.gov/label/65046,65046,Formula 416 Protease w/ Calcium,Enzymes Inc.,,Kansas City,MO,64153,U.S.A.,yes,yes,no,no,no
https://dsld.od.nih.gov/label/65047,65047,Spirulina,Wal-Mart Stores Inc.,,Bentonville,AR,72716,,no,yes,no,no,no
https://dsld.od.nih.gov/label/65048,65048,Resveratrol 250 mg Plus Red Wine Extract,Wal-Mart Stores Inc.,,Bentonville,AR,72716,,no,yes,no,no,no
https://dsld.od.nih.gov/label/65049,65049,Acidophilus,Wal-Mart Stores Inc.,,Bentonville,AR,72716,,no,yes,no,no,no
https://dsld.od.nih.gov/label/65050,65050,CandiGone 1,Renew Life Formulas,,Palm Harbor,FL,34683,,no,yes,no,no,no
https://dsld.od.nih.gov/label/65051,65051,Biotin 5000 mcg,Wal-Mart Stores Inc.,,Bentonville,AR,72716,,no,yes,no,no,no
https://dsld.od.nih.gov/label/65052,65052,CandiGone2,Renew Life Formulas,,Palm Harbor,FL,34683,,no,yes,no,no,no
https://dsld.od.nih.gov/label/65053,65053,Vibrant Flora Peach Mango,Vibrant Health,,Canaan,CT,06018,USA,no,yes,no,no,no
https://dsld.od.nih.gov/label/65054,65054,Noni 250 mg,Wal-Mart Stores Inc.,,Bentonville,AR,72716,,no,yes,no,no,no
https://dsld.od.nih.gov/label/65055,65055,Target-Mins Magnesium Potassium Aspartate,Country Life LLC,180 Vanderbilt Motor Parkway,Hauppauge,NY,11788,USA,yes,no,no,no,no
https://dsld.od.nih.gov/label/65056,65056,Hiit Aminos Passion Fruit,1 Up Nutrition LLC.,7260 NW 58th St.,Miami,FL,33166,,no,yes,no,no,no
https://dsld.od.nih.gov/label/65057,65057,Borage Oil 500 mg,Wal-Mart Stores Inc.,,Bentonville,AR,72716,,no,yes,no,no,no
https://dsld.od.nih.gov/label/65058,65058,Ultimate Flora 90 Billion Women's Complete Probiotic,Renew Life Formulas,,Palm Harbor,FL,34683,,no,yes,no,no,no
https://dsld.od.nih.gov/label/65059,65059,Vitamin D3,WeCare Naturally,1118 Cadillac Court,Milpitas,CA,95035,,no,yes,no,no,no
https://dsld.od.nih.gov/label/65060,65060,1 Up Whey Chocolate & Peanut Butter Blast,1 Up Nutrition LLC.,7260 NW 58th St.,Miami,FL,33166,,no,yes,no,no,no
https://dsld.od.nih.gov/label/65061,65061,Complete Prenatal,WeCare Naturally,1118 Cadillac Court,Milpitas,CA,95035,,no,yes,no,no,no
https://dsld.od.nih.gov/label/65062,65062,Target-Mins Magnesium Potassium Aspartate With Other Target-Mins Chelates,Country Life LLC,180 Vanderbilt Motor Parkway,Hauppauge,NY,11788,USA,yes,no,no,no,no
https://dsld.od.nih.gov/label/65063,65063,Iron Aid,Country Life LLC,180 Vanderbilt Motor Parkway,Hauppauge,NY,11788,USA,yes,no,no,no,no
https://dsld.od.nih.gov/label/65064,65064,FLORASSIST Oral Hygiene,Quality Supplements and Vitamins Inc.,,Ft. Lauderdale,FL,33309,,no,yes,no,no,no
https://dsld.od.nih.gov/label/65065,65065,European Hazel Bud,Seroyal USA,,Pittsburgh,PA,15275,,no,yes,no,no,no
https://dsld.od.nih.gov/label/65066,65066,1 Up Whey Cinnamon French Toast,1 Up Nutrition LLC.,7260 NW 58th St.,Miami,FL,33166,,no,yes,no,no,no
https://dsld.od.nih.gov/label/65067,65067,Horse Chestnut Bud,Seroyal USA,,Pittsburgh,PA,15275,,no,yes,no,no,no
https://dsld.od.nih.gov/label/65068,65068,1 Up Whey Coconut Ice Cream,1 Up Nutrition LLC.,7260 NW 58th St.,Miami,FL,33166,,no,yes,no,no,no
https://dsld.od.nih.gov/label/65069,65069,Juniper Young Shoot,Seroyal USA,,Wood Dale,Illinois,60191,,no,yes,no,no,no
https://dsld.od.nih.gov/label/65070,65070,Life Extension Mix Capsules,Quality Supplements and Vitamins Inc.,,Ft. Lauderdale,FL,33309,,no,yes,no,no,no
https://dsld.od.nih.gov/label/65071,65071,Sea Buckthorn Bud,Seroyal USA,,Pittsburgh,PA,15275,,no,yes,no,no,no
https://dsld.od.nih.gov/label/65072,65072,Silver Birch Bud,Seroyal USA,,Pittsburgh,PA,15275,,no,yes,no,no,no
https://dsld.od.nih.gov/label/65073,65073,Go-Less,Country Life LLC,180 Vanderbilt Motor Parkway,Hauppauge,NY,11788,USA,yes,no,no,no,no
https://dsld.od.nih.gov/label/65074,65074,Heather Young Shoot,Seroyal USA,,Pittsburgh,PA,15275,,no,yes,no,no,no
https://dsld.od.nih.gov/label/65075,65075,Vitamin C Organic Spray Cherry-Tangerine,Garden of Life LLC,4200 Northcorp Parkway,Palm Beach Gardens,FL,33410,USA,no,yes,no,no,no
https://dsld.od.nih.gov/label/65076,65076,Vitamin C Organic Spray Orange-Tangerine,Garden of Life LLC,4200 Northcorp Parkway,Palm Beach Gardens,FL,33410,USA,no,yes,no,no,no
https://dsld.od.nih.gov/label/65077,65077,Evening Primrose Oil 500 mg,Country Life LLC,180 Vanderbilt Motor Parkway,Hauppauge,NY,11788,USA,no,yes,no,no,no
https://dsld.od.nih.gov/label/65078,65078,Prenatal Multi,Garden of Life LLC,4200 Northcorp Parkway,Palm Beach Gardens,FL,33410,USA,no,yes,no,no,no
https://dsld.od.nih.gov/label/65079,65079,Star Wars Complete Multivitamin Gummies,NatureSmart LLC,,Bohemia,NY,11716,USA,yes,no,no,no,no
https://dsld.od.nih.gov/label/65080,65080,Daily FiberX,Country Life LLC,180 Vanderbilt Motor Parkway,Hauppauge,NY,11788,USA,yes,no,no,no,no
https://dsld.od.nih.gov/label/65081,65081,Joint Support,WeCare Naturally,1118 Cadillac Court,Milpitas,CA,95035,,no,yes,no,no,no
https://dsld.od.nih.gov/label/65082,65082,Disney Complete Multi-Vitamin Gummies,NatureSmart LLC,,Bohemia,NY,11716,USA,yes,no,no,no,no
https://dsld.od.nih.gov/label/65083,65083,Women's Multi 40+,Garden of Life LLC,4200 Northcorp Parkway,Palm Beach Gardens,FL,33410,USA,no,yes,no,no,no
https://dsld.od.nih.gov/label/65084,65084,Disney Complete Multi-Vitamin Gummies,NatureSmart LLC,,Bohemia,NY,11716,USA,yes,no,no,no,no
https://dsld.od.nih.gov/label/65085,65085,Daily FiberX,Country Life LLC,180 Vanderbilt Motor Parkway,Hauppauge,NY,11788,USA,yes,no,no,no,no
https://dsld.od.nih.gov/label/65086,65086,Shark Cartilage Caps 800 mg,Country Life LLC,180 Vanderbilt Motor Parkway,Hauppauge,NY,11788,USA,yes,no,no,no,no
https://dsld.od.nih.gov/label/65087,65087,DigestMore,Renew Life Formulas,,Palm Harbor,FL,34683,,no,yes,no,no,no
https://dsld.od.nih.gov/label/65088,65088,Ultimate Flora 90 Billion Women's Complete Probiotic,Renew Life Formulas,,Palm Harbor,FL,34683,,no,yes,no,no,no
https://dsld.od.nih.gov/label/65089,65089,Ultimate Flora 15 Billion Everyday Probiotic,Renew Life Formulas,,Palm Harbor,FL,34683,,no,yes,no,no,no
https://dsld.od.nih.gov/label/65090,65090,Ultimate Flora 15 Billion Fizzy Drink Mix Probiotic Raspberry Lemonade Flavor,Renew Life Formulas,,Palm Harbor,FL,34683,,no,yes,no,no,no
https://dsld.od.nih.gov/label/65091,65091,Calcium-Magnesium,BIOVEA,,,,,,no,yes,no,no,no
https://dsld.od.nih.gov/label/65092,65092,Flax Seed Oil 1000 mg,BIOVEA,,,,,,no,yes,no,no,no
https://dsld.od.nih.gov/label/65093,65093,Alpha Lipoic Acid 300 mg with Riboflavin (Vitamin B2),BIOVEA,,,,,,no,yes,no,no,no
https://dsld.od.nih.gov/label/65094,65094,Lutein Plus,BIOVEA,,,,,,no,yes,no,no,no
https://dsld.od.nih.gov/label/65095,65095,CoQ10 60 mg,BIOVEA,,,,,,no,yes,no,no,no
https://dsld.od.nih.gov/label/65096,65096,CoQ10 100 mg,BIOVEA,,,,,,no,yes,no,no,no
https://dsld.od.nih.gov/label/65097,65097,L-Glutamine 500 mg,BIOVEA,,,,,,no,yes,no,no,no
https://dsld.od.nih.gov/label/65098,65098,L-Carnitine 250 mg,BIOVEA,,,,,,no,yes,no,no,no
https://dsld.od.nih.gov/label/65099,65099,Astragalus 500 mg,BIOVEA,,,,,,no,yes,no,no,no
https://dsld.od.nih.gov/label/65100,65100,Bilberry 90 mg,BIOVEA,,,,,,no,yes,no,no,no
https://dsld.od.nih.gov/label/65101,65101,Chromium Picolinate 200 mcg,BIOVEA,,,,,,no,yes,no,no,no
https://dsld.od.nih.gov/label/65102,65102,Hawthorn 300 mg,BIOVEA,,,,,,no,yes,no,no,no
https://dsld.od.nih.gov/label/65103,65103,Saw Palmetto 160 mg,BIOVEA,,,,,,no,yes,no,no,no
https://dsld.od.nih.gov/label/65104,65104,Disney Complete Multi-Vitamin Gummies,NatureSmart LLC,,Bohemia,NY,11716,USA,yes,no,no,no,no
https://dsld.od.nih.gov/label/65105,65105,Nettles 400 mg,BIOVEA,,,,,,no,yes,no,no,no
https://dsld.od.nih.gov/label/65106,65106,Grape Seed Extract 100 mg,BIOVEA,,,,,,no,yes,no,no,no
https://dsld.od.nih.gov/label/65107,65107,Lutein 6 mg,BIOVEA,,,,,,no,yes,no,no,no
https://dsld.od.nih.gov/label/65108,65108,Petey's Bing,Bing Beverage Company,,Denver,Colorado,80214,,no,yes,no,no,no
https://dsld.od.nih.gov/label/65109,65109,Cranberry 400 mg,BIOVEA,,,,,,no,yes,no,no,no
https://dsld.od.nih.gov/label/65110,65110,Niacin No Flush 300 mg,BIOVEA,,,,,,no,yes,no,no,no
https://dsld.od.nih.gov/label/65111,65111,Potassium Time Release 99 mg,BIOVEA,,,,,,no,yes,no,no,no
https://dsld.od.nih.gov/label/65112,65112,Post 31 Muscle Recovery Cocoa,ATH Organics,,Honolulu,HI,96822,,no,yes,no,no,no
https://dsld.od.nih.gov/label/65113,65113,Bing Black,Bing Beverage Company,,Denver,Colorado,80214,,no,yes,no,no,no
https://dsld.od.nih.gov/label/65115,65115,Phosphatidylserine Complex,BIOVEA,,,,,,no,yes,no,no,no
https://dsld.od.nih.gov/label/65116,65116,Lytes Electrolyte Lemon Lime Flavor,ATH Organics,,Honolulu,HI,96822,,no,yes,no,no,no
https://dsld.od.nih.gov/label/65117,65117,Universal Glutamine,Universal Nutrition,,New Brunswick,New Jersey,,,yes,yes,no,no,no
